,title,author,year,venue,abstract,container_type,gsrank,num_citations
601,Cyber intrusion prevention for large-scale semi-supervised deep learning based on local and non-local regularization,['G Xian'],2020,IEEE Access,"system, intelligent detection based on machine learning has emerged as a research hotspot  in the field of intrusion detection. It is difficult for supervisedclustering-based intrusion detection  algorithms used in traditional machine learning to detect unknown attacks. Further, it is",Publication,602,2
602,Deep reinforcement learning for cyber security,"['TT Nguyen', 'VJ Reddi']",2019,arXiv preprint arXiv:1906.05799,"The defender and attacker interact via the intrusion detection system (IDS) in an adversarial  environment, involving defense and attack cycles. Using these two cycles, a defender and  an attacker can repeatedly change their defense and attack strategies. This model can be",Publication,603,75
603,Enhancing collaborative intrusion detection networks against insider attacks using supervised intrusion sensitivity-based trust management model,"['W Li', 'W Meng', 'LF Kwok', 'HS Horace']",2017,Journal of Network and Computer …,"Machine learning: In intrusion detection, machine learning is a useful and powerful tool.  Machine learning classifiers have been widely  In this work, we employ three experts from  recognized organization regarding intrusion detection and honeypots 2 to provide assistance in",Publication,604,64
604,Intrusion detection and prevention system: Issues and challenges,"['BM Beigh', 'U Bashir', 'M Chahcoo']",2013,International Journal of …,"Thus it became very much important that attack models should be tested in updated data  sets [8] [9]. Therefore this problem needs to be  We also provide a brief comparative study  of different intrusion detection system based on some parameters. In future, we are going to",Publication,605,15
605,From intrusion detection to attacker attribution: A comprehensive survey of unsupervised methods,"['A Nisioti', 'A Mylonas', 'PD Yoo']",2018,… Surveys & Tutorials,[24] tested five different IDS evasion techniques against known misuse-based systems  like SNORT. Their results showed that this kind of IDSs are vulnerable to attacks like payload  and shellcode mutation and simple variation of older attacks. Anomaly detection refers to the,Publication,606,91
606,Anomaly-Based Intrusion Detection: Adapting to Present and Forthcoming Communication Environments,"['JM Vidal', 'MAS Monge']",2020,… and Deep Learning …,"But the recent advances on communication technologies are leading to changes in the  monitoring scenarios that result in novel challenges to be taken into consideration, as is the  case of greater data heterogeneity, adversarial attacks, energy consumption, or lack of up-to-date",Publication,607,1
607,Handling the adversarial attacks,"['N Cao', 'G Li', 'P Zhu', 'Q Sun', 'Y Wang', 'J Li', 'M Yan']",2019,Journal of Ambient …,"machine learning and adversarial learning, discussing the research frontier of the adversarial  issues noticed by both the machine learning  based approaches to many tasks of the network  security areas like intrusion detection and auditing are now emerging (see in Huang et al.",Publication,608,4
608,Benchmarking framework for the intrusion detection systems in controller area networks,['T COSTA CAÑONES'],2021,NA,"Alongside, we designed a tool capable of synthesizing the majority of CAN attacks in the  state of the art, and two further evasion attacks, in order to study their capability of bypassing  the IDSs. To propose a benchmark of the capability of the IDSs, we built and test them against",Publication,609,0
609,Machine learning algorithm for advanced persistent threat detection,"['V Omollo', 'S Abeka']",2019,NA,"Unfortunately, machine learning and deep neural networks are susceptible to evasion  attacks using adversarial examples that involve small  The aim of this paper will be therefore  to implement an enhanced algorithm for intrusion detection using machine learning to curb the",Publication,610,0
610,adVAE: A self-adversarial variational autoencoder with Gaussian anomaly prior knowledge for anomaly detection,"['X Wang', 'Y Du', 'S Lin', 'P Cui', 'Y Shen', 'Y Yang']",2020,Knowledge-Based Systems,"Anomaly detection is applicable in a variety of domains, such as intrusion detection, fraud  detection, fault detection, health monitoring, and security checking [1], [2], [3], [4], [5]. Owing  to the lack of labeled anomaly samples, there is a large skew between normal and anomaly",Publication,611,35
611,Adversarial ML attack on self organizing cellular networks,"['M Usama', 'J Qadir', 'MA Imran']",2019,2019 UK/China Emerging …,"In these studies, significant degradation in accuracy is observed for intrusion detection systems  after exposing DNNs to adversarial examples [16]. Whereas, Usama et al. [17] investigated  the vulnerability of Cognitive Self Organizing Networks (CSON) utilizing ML/DL techniques",Publication,612,1
612,Data randomization and cluster-based partitioning for botnet intrusion detection,"['OY Al-Jarrah', 'O Alhussein', 'PD Yoo']",2015,IEEE transactions on …,"Machine-learning (ML) techniques could be used to automate botnet detection process.  Knowledge-based intrusion detection by ML techniques, where a learning system build a model  from previously known attack signatures, has recently been an area of concentration in ML",Publication,613,96
613,New Generations of Internet of Things Datasets for Cybersecurity Applications based Machine Learning: TON_IoT Datasets,['N Moustafa'],2019,Proceedings of the eResearch …,"cybersecurity applications such as intrusion detection, threat intelligence, adversarial  machine learning and privacy-preserving models.  -based learning models such as intrusion  detection, privacy-preserving, and digital forensics systems. Deep learning and statistical",Publication,614,7
614,A model‐driven approach for experimental evaluation of intrusion detection systems,"['A Abou El Kalam', 'M Gad El Rab']",2014,Security and …,"In the next section, we present the related work and analyze several attack models. Then,  we propose in Section 3 new models for attack processes and for attackers' behavior, and we  explain how these models can be combined to produce attack scenarios in a flexible manner.",Publication,615,5
615,Deep Learning Based Attack Detection in IIoT using Two-Level Intrusion Detection System,"['K Raja', 'K Karthikeyan', 'B Abilash', 'K Dev', 'G Raja']",2021,NA,"Later, deep learning models have been used to train intrusion detection models. This is  because machine learning techniques normally  The models were retrained after eliminating  adversarial samples. The samples were chosen based on the malware’s cluster center’s",Publication,616,0
616,Enhancing trust management for wireless intrusion detection via traffic sampling in the era of big data,"['W Meng', 'W Li', 'C Su', 'J Zhou', 'R Lu']",2017,Ieee Access,"In this work, we consider two specific attack models: one is maximal harm model where the  hostile nodes always send malicious packets; and the other is random poisoning model,  where the hostile nodes send malicious packets in a random way [30]. For the heavy traffic, we",Publication,617,56
